ERR771001.207_1_297_-	7254e0b1e0d3b3064c6588c5d701c2d7	99	Pfam	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	21	99	1.4E-25	T	21-05-2021	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain	GO:0030976
ERR771001.127_2_298_-	ff4e2b8bdb535a38b4dbcdcb01fae6d6	99	Pfam	PF17863	AAA lid domain	53	98	6.9E-15	T	21-05-2021	IPR041628	ChlI/MoxR, AAA lid domain	
ERR771001.331_2_298_+	0b2372852547883ab26df73b140f2296	99	Pfam	PF02824	TGS domain	44	99	5.0E-18	T	21-05-2021	IPR004095	TGS	
ERR771001.690_1_297_-	affcf58ea54b1e63378935fa777872ca	99	Pfam	PF00909	Ammonium Transporter Family	3	67	1.5E-15	T	21-05-2021	IPR024041	Ammonium transporter AmtB-like domain	GO:0008519|GO:0015696|GO:0016020
ERR771001.382_2_298_-	da8de08107e5f7cba7115bb303d291c6	99	Pfam	PF05618	Putative ATP-dependant zinc protease	2	95	4.9E-20	T	21-05-2021
ERR771001.577_1_297_-	74d29eee165875619244a8a51aa20d33	99	Pfam	PF03947	Ribosomal Proteins L2, C-terminal domain	16	99	4.2E-30	T	21-05-2021	IPR022669	Ribosomal protein L2, C-terminal	GO:0003735|GO:0005840|GO:0006412
ERR771001.1199_1_297_+	1c86363ec42fd50b5338401ead9ef26a	99	Pfam	PF00475	Imidazoleglycerol-phosphate dehydratase	10	97	2.3E-40	T	21-05-2021	IPR000807	Imidazoleglycerol-phosphate dehydratase	GO:0000105|GO:0004424
ERR771001.2044_1_222_+	c956018c88d0324f01775ee04ab5dc0b	73	Pfam	PF01008	Initiation factor 2 subunit family	28	61	2.1E-7	T	21-05-2021	IPR000649	Initiation factor 2B-related	GO:0044237
ERR771001.488_2_298_-	2f85b02d0b12543d3718959d4fe15dca	99	Pfam	PF13795	HupE / UreJ protein	11	88	1.7E-22	T	21-05-2021	IPR032809	Putative HupE/UreJ protein	
ERR771001.1448_1_297_+	9f7795c8e1be97c726146e80fad8f3d3	99	Pfam	PF00501	AMP-binding enzyme	20	98	2.5E-10	T	21-05-2021	IPR000873	AMP-dependent synthetase/ligase	
ERR771001.856_1_299_-	9706476283205380d88d558605192001	99	Pfam	PF00162	Phosphoglycerate kinase	65	98	3.9E-8	T	21-05-2021	IPR001576	Phosphoglycerate kinase	GO:0004618|GO:0006096
ERR771001.2410_95_298_-	4def38684a27421150465916660b2c41	67	Pfam	PF17782	DprA winged helix domain	2	59	1.2E-14	T	21-05-2021	IPR041614	DprA, winged helix domain	
ERR771001.1172_2_208_-	fabf594c5c247921ca3e8d3a83d110be	69	Pfam	PF03462	PCRF domain	9	66	4.3E-7	T	21-05-2021	IPR005139	Peptide chain release factor	GO:0006415
ERR771001.2025_1_297_+	813b1fcd77bcbb5ffc157ebba76fd6a1	99	Pfam	PF00378	Enoyl-CoA hydratase/isomerase	11	74	1.2E-10	T	21-05-2021	IPR001753	Enoyl-CoA hydratase/isomerase	GO:0003824
ERR771001.1411_1_288_+	6c652ed4bc6f4e0a0feaa895b2548e26	96	Pfam	PF17762	HTH domain found in ParB protein	16	62	3.1E-15	T	21-05-2021	IPR041468	ParB/Spo0J, HTH domain	
ERR771001.1893_1_297_+	ff79e0d3eb5644bcd1385fe544c7dcc3	99	Pfam	PF00593	TonB dependent receptor	13	92	2.1E-9	T	21-05-2021	IPR000531	TonB-dependent receptor-like, beta-barrel	
ERR771001.143_64_297_+	15266dd134fc012b20ead3f5d46a6f2e	78	Pfam	PF04542	Sigma-70 region 2	28	78	8.6E-5	T	21-05-2021	IPR007627	RNA polymerase sigma-70 region 2	GO:0003700|GO:0006352|GO:0006355
ERR771001.1465_2_298_-	b35f92989357164d786f2c517951bbfe	99	Pfam	PF07686	Immunoglobulin V-set domain	6	97	1.6E-11	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.111_3_299_+	ec150f0a562e5f26d0dadfab12d4a83e	99	Pfam	PF03717	Penicillin-binding Protein dimerisation domain	28	95	2.3E-13	T	21-05-2021	IPR005311	Penicillin-binding protein, dimerisation domain	GO:0008658
ERR771001.966_3_297_+	88c17c1e070973552dd58d6bf5bae2f0	99	Pfam	PF00171	Aldehyde dehydrogenase family	1	45	7.7E-10	T	21-05-2021	IPR015590	Aldehyde dehydrogenase domain	GO:0016491|GO:0055114
ERR771001.295_43_297_-	fc58460111c01ab79a4534449a338e75	84	Pfam	PF00441	Acyl-CoA dehydrogenase, C-terminal domain	1	79	5.1E-20	T	21-05-2021	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
ERR771001.1203_3_290_+	25b112c6201231765ceeeae4f3d3fca5	95	Pfam	PF00579	tRNA synthetases class I (W and Y)	1	89	4.5E-21	T	21-05-2021	IPR002305	Aminoacyl-tRNA synthetase, class Ic	GO:0000166|GO:0004812|GO:0005524|GO:0006418
ERR771001.1915_2_298_+	353c64a2ae2e1ff01cb724a77ac9cd2e	99	Pfam	PF07686	Immunoglobulin V-set domain	12	97	9.2E-15	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.788_1_297_-	aa50f8b1396aa7e160babc85c55db299	99	Pfam	PF08214	Histone acetylation protein	29	98	1.0E-15	T	21-05-2021	IPR013178	Histone acetyltransferase Rtt109/CBP	GO:0004402|GO:0006355|GO:0016573
ERR771001.571_3_71_+	06c5f83a274a13840a7e61350144cc1e	22	Pfam	PF02913	FAD linked oxidases, C-terminal domain	2	18	5.4E-5	T	21-05-2021	IPR004113	FAD-linked oxidase, C-terminal	GO:0003824|GO:0050660
ERR771001.2112_2_79_+	813d5f7708ebf864d391ee7e046af12f	25	Pfam	PF02036	SCP-2 sterol transfer family	2	24	9.1E-5	T	21-05-2021	IPR003033	SCP2 sterol-binding domain	
ERR771001.428_3_245_+	9356213a4dc37598856d481815f03aa7	80	Pfam	PF13662	Toprim domain	3	53	2.3E-7	T	21-05-2021	IPR006171	TOPRIM  domain	
ERR771001.947_3_212_+	1179542c39b9faaf23d62e6577e5450c	69	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1	65	2.5E-14	T	21-05-2021	IPR003594	Histidine kinase/HSP90-like ATPase	
ERR771001.852_3_299_+	6fde7d106d579e1113a3b2ce0b1e872e	99	Pfam	PF01668	SmpB protein	42	96	1.6E-16	T	21-05-2021	IPR000037	SsrA-binding protein	GO:0003723
ERR771001.1823_2_124_+	98c95916e9d77854d2afc5c1d4924e76	40	Pfam	PF01612	3'-5' exonuclease	2	40	3.1E-6	T	21-05-2021	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408
ERR771001.2212_3_299_-	334dae30ae20f2b7a10a0ca29666931b	99	Pfam	PF08007	Cupin superfamily protein	1	93	5.7E-21	T	21-05-2021	IPR003347	JmjC domain	
ERR771001.16_165_299_+	6df4a9d0fc33caac42f8680d9497e337	45	Pfam	PF01384	Phosphate transporter family	7	44	2.9E-9	T	21-05-2021	IPR001204	Phosphate transporter	GO:0005315|GO:0006817|GO:0016020
ERR771001.604_1_150_+	8790a34fd2fb9014e33c03ce545c3222	49	Pfam	PF02910	Fumarate reductase flavoprotein C-term	2	49	1.0E-8	T	21-05-2021	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
ERR771001.2237_2_283_-	abb3c340d7072e9b171606c1491855cc	94	Pfam	PF00542	Ribosomal protein L7/L12 C-terminal domain	46	94	6.3E-21	T	21-05-2021	IPR013823	Ribosomal protein L7/L12, C-terminal	GO:0003735|GO:0006412
ERR771001.2237_2_283_-	abb3c340d7072e9b171606c1491855cc	94	Pfam	PF16320	Ribosomal protein L7/L12 dimerisation domain	1	33	3.6E-9	T	21-05-2021	IPR008932	Ribosomal protein L7/L12, oligomerisation	GO:0003735|GO:0005840|GO:0006412
ERR771001.1364_1_297_-	2c14d99994b5f63fa4c35ebac9532b83	99	Pfam	PF06258	Mitochondrial fission ELM1	12	98	6.4E-20	T	21-05-2021	IPR009367	Mitochondrial fission protein ELM1-like	
ERR771001.13_1_297_+	adf05b1ce1c0005d891a542058c09749	99	Pfam	PF07686	Immunoglobulin V-set domain	12	96	9.1E-12	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.453_2_298_-	8a85a7eed01436f1dbfac3521de429c7	99	Pfam	PF00953	Glycosyl transferase family 4	4	46	3.0E-8	T	21-05-2021	IPR000715	Glycosyl transferase, family 4	GO:0008963|GO:0016021
ERR771001.244_3_299_+	23d60b81c3284a82605437431deecacd	99	Pfam	PF00562	RNA polymerase Rpb2, domain 6	1	92	3.4E-21	T	21-05-2021	IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	GO:0003677|GO:0003899|GO:0006351
ERR771001.263_3_269_-	0ced4e156af926bb06a87a16fd403dae	89	Pfam	PF05195	Aminopeptidase P, N-terminal domain	45	89	1.7E-6	T	21-05-2021	IPR007865	Aminopeptidase P, N-terminal	GO:0030145|GO:0070006
ERR771001.253_3_299_-	93d86d71e6b8630c122a115ee3ee608e	99	Pfam	PF03331	UDP-3-O-acyl N-acetylglycosamine deacetylase	1	99	2.5E-18	T	21-05-2021	IPR004463	UDP-3-O-acyl N-acetylglucosamine deacetylase	GO:0008759|GO:0009245
ERR771001.1488_1_297_+	0bf86fef258279cd4c138ba560309f11	99	Pfam	PF00817	impB/mucB/samB family	17	99	4.1E-29	T	21-05-2021	IPR001126	UmuC domain	GO:0006281
ERR771001.1990_1_297_+	6ec0965808dbb04959c7341a28a3dd92	99	Pfam	PF02514	CobN/Magnesium Chelatase	2	99	1.2E-31	T	21-05-2021	IPR003672	CobN/magnesium chelatase	GO:0009058
ERR771001.1598_2_289_-	9b6e85b61da8ced1ba9de9e3cb311eac	96	Pfam	PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	5	65	2.8E-11	T	21-05-2021	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain	GO:0003723|GO:0006396
ERR771001.942_1_297_+	82384ffb9630ea978f3ce3215cb4367b	99	Pfam	PF04998	RNA polymerase Rpb1, domain 5	1	63	9.0E-20	T	21-05-2021	IPR007081	RNA polymerase Rpb1, domain 5	GO:0003677|GO:0003899|GO:0006351
ERR771001.730_2_298_+	746f987e716b7b2b4d25565588e04f7c	99	Pfam	PF13277	YmdB-like protein	1	99	2.6E-26	T	21-05-2021	IPR005235	Metallophosphoesterase, YmdB-like	
ERR771001.2065_1_297_+	7ca1f75967a56122e8edf676cf337844	99	Pfam	PF13561	Enoyl-(Acyl carrier protein) reductase	21	97	1.1E-13	T	21-05-2021
ERR771001.409_2_298_-	b621e24ae096e29df90262f75fa17362	99	Pfam	PF03668	P-loop ATPase protein family	2	97	4.6E-21	T	21-05-2021	IPR005337	RapZ-like family	GO:0005524
ERR771001.1140_3_299_-	c38197fb1571d6929fe6714b6d228e18	99	Pfam	PF07686	Immunoglobulin V-set domain	3	68	1.8E-10	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.2276_3_299_-	755d0b7d9d28c9cad53031f4dc6d8314	99	Pfam	PF00474	Sodium:solute symporter family	62	99	2.0E-5	T	21-05-2021	IPR001734	Sodium/solute symporter	GO:0016020|GO:0022857|GO:0055085
ERR771001.2434_3_299_+	c79a67582f51f05ec3a56ae765aa35dd	99	Pfam	PF00005	ABC transporter	17	99	3.2E-7	T	21-05-2021	IPR003439	ABC transporter-like	GO:0005524
ERR771001.585_44_298_-	a89021fe5961ca1f8888c46daa2d254b	84	Pfam	PF03186	CobD/Cbib protein	4	66	6.7E-11	T	21-05-2021	IPR004485	Cobalamin biosynthesis CobD/CbiB	GO:0009236|GO:0016021|GO:0048472
ERR771001.1445_1_297_+	976ee6f66843edd6978094467b65fc62	99	Pfam	PF08158	NUC130/3NT domain	62	97	3.0E-9	T	21-05-2021	IPR012977	Uncharacterised domain NUC130/133, N-terminal	
ERR771001.1556_1_297_-	6364480c9901c4518d38e67b11192a46	99	Pfam	PF00162	Phosphoglycerate kinase	4	91	1.5E-24	T	21-05-2021	IPR001576	Phosphoglycerate kinase	GO:0004618|GO:0006096
ERR771001.2197_88_297_-	8d899199744194cdac84c2f6d0af5e89	69	Pfam	PF00679	Elongation factor G C-terminus	1	63	1.1E-18	T	21-05-2021	IPR000640	Elongation factor EFG, domain V-like	
ERR771001.952_1_297_+	63a3691d1a6342b339eba925413500c1	99	Pfam	PF02559	CarD-like/TRCF domain	2	95	1.1E-27	T	21-05-2021	IPR003711	CarD-like/TRCF domain	
ERR771001.1253_2_298_-	ce1f206a1b407d9326ba45ef9405d12c	99	Pfam	PF00206	Lyase	12	99	4.1E-12	T	21-05-2021	IPR022761	Fumarate lyase, N-terminal	
ERR771001.1239_3_120_+	6691487f5e63dede757f7bc6d87a0b8d	40	Pfam	PF03960	ArsC family	2	39	3.3E-11	T	21-05-2021	IPR006660	Arsenate reductase-like	
ERR771001.2231_2_298_-	b9a61b5138aa3e3e83a0df05b3e12d78	99	Pfam	PF03060	Nitronate monooxygenase	1	98	1.3E-11	T	21-05-2021	IPR004136	Nitronate monooxygenase	GO:0018580|GO:0055114
ERR771001.1343_1_297_+	30b96cc704e39fa83846a511fc97210e	99	Pfam	PF04760	Translation initiation factor IF-2, N-terminal region	64	97	3.3E-7	T	21-05-2021	IPR006847	Translation initiation factor IF-2, N-terminal	
ERR771001.1102_2_298_-	d03c9e224bf7ba8b524545d664400b59	99	Pfam	PF02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	1	99	4.6E-19	T	21-05-2021	IPR020829	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain	GO:0016620|GO:0055114
ERR771001.141_71_298_+	85086b2a2474dd50f74612e0f9237651	76	Pfam	PF13510	2Fe-2S iron-sulfur cluster binding domain	3	76	1.8E-19	T	21-05-2021
ERR771001.1881_1_240_-	e9459b80292091477d93a2e9f82215df	80	Pfam	PF01227	GTP cyclohydrolase I	1	80	7.5E-26	T	21-05-2021	IPR020602	GTP cyclohydrolase I domain	
ERR771001.663_1_299_+	cae2a438d3435041750a46ef1c6667ae	100	Pfam	PF13857	Ankyrin repeats (many copies)	17	63	2.9E-8	T	21-05-2021
ERR771001.1581_3_299_+	6611e49505f00e03d438b4f435345949	99	Pfam	PF00575	S1 RNA binding domain	54	98	4.8E-9	T	21-05-2021	IPR003029	S1 domain	GO:0003676
ERR771001.1581_3_299_+	6611e49505f00e03d438b4f435345949	99	Pfam	PF00575	S1 RNA binding domain	2	34	2.8E-4	T	21-05-2021	IPR003029	S1 domain	GO:0003676
ERR771001.2093_1_297_-	fb1488cd0138460de9f3b49684e9d387	99	Pfam	PF01509	TruB family pseudouridylate synthase (N terminal domain)	2	98	2.2E-24	T	21-05-2021	IPR002501	Pseudouridine synthase II, N-terminal	GO:0006396
ERR771001.23_16_297_-	1d1a1c68ef85131b43075ef21ec572e0	93	Pfam	PF07479	NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus	7	82	5.6E-20	T	21-05-2021	IPR006109	Glycerol-3-phosphate dehydrogenase, NAD-dependent, C-terminal	GO:0004367|GO:0005975|GO:0055114
ERR771001.1818_2_298_-	be00ee17a527d99496ccc4b269eaeb7a	99	Pfam	PF07686	Immunoglobulin V-set domain	7	97	1.6E-7	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.1344_1_297_+	4d8e31de4580b1784dfec9b8a02b1bb4	99	Pfam	PF13976	GAG-pre-integrase domain	42	92	5.0E-8	T	21-05-2021	IPR025724	GAG-pre-integrase domain	
ERR771001.574_2_298_+	6ddd7c3dbe9a54cc330f4b95f58d5d50	99	Pfam	PF02774	Semialdehyde dehydrogenase, dimerisation domain	23	99	2.4E-18	T	21-05-2021	IPR012280	Semialdehyde dehydrogenase, dimerisation domain	GO:0008652|GO:0016620|GO:0046983
ERR771001.664_1_297_-	68239e7ee8dd69a565c62f0a2b5e2918	99	Pfam	PF07686	Immunoglobulin V-set domain	4	96	3.8E-12	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.2220_2_298_+	f9814ddf9b428272600f3a9ec0033557	99	Pfam	PF08443	RimK-like ATP-grasp domain	5	99	1.0E-32	T	21-05-2021	IPR013651	ATP-grasp fold, RimK-type	
ERR771001.2484_3_239_+	d029808b57f7e086ba9d0cb6f066fe7a	79	Pfam	PF07715	TonB-dependent Receptor Plug Domain	5	79	8.0E-10	T	21-05-2021	IPR012910	TonB-dependent receptor, plug domain	
ERR771001.373_3_299_+	b78819e9c708d7ce734682a947d01b7e	99	Pfam	PF13570	PQQ-like domain	30	62	0.0029	T	21-05-2021	IPR025666	Pyrrolo-quinoline quinone-like domain	
ERR771001.566_3_299_+	1d50b3ff5ce66f442b15dd689587e665	99	Pfam	PF06082	Exopolysaccharide biosynthesis protein YbjH	3	57	1.8E-5	T	21-05-2021	IPR010344	Exopolysaccharide biosynthesis protein YbjH	
ERR771001.487_1_297_-	e9a35dcf1f78492d2a4b9810bdef5f17	99	Pfam	PF00012	Hsp70 protein	1	99	5.5E-34	T	21-05-2021	IPR013126	Heat shock protein 70 family	
ERR771001.47_2_298_+	c03255d0fd24dc0406b540a37ac8339c	99	Pfam	PF00009	Elongation factor Tu GTP binding domain	1	98	2.1E-39	T	21-05-2021	IPR000795	Transcription factor, GTP-binding domain	GO:0003924|GO:0005525
ERR771001.234_2_154_-	8e10098da039ff4d3c9a83e653c54982	51	Pfam	PF00478	IMP dehydrogenase / GMP reductase domain	1	51	7.8E-13	T	21-05-2021	IPR001093	IMP dehydrogenase/GMP reductase	GO:0003824|GO:0055114
ERR771001.2341_2_297_-	cea1ea482760e7268787f8830e3ecb12	98	Pfam	PF00085	Thioredoxin	35	97	1.1E-21	T	21-05-2021	IPR013766	Thioredoxin domain	
ERR771001.1809_2_298_-	9211fdf38124536bb27a3be30d5c3896	99	Pfam	PF13640	2OG-Fe(II) oxygenase superfamily	3	95	6.6E-18	T	21-05-2021	IPR005123	Oxoglutarate/iron-dependent dioxygenase	GO:0016491|GO:0055114
ERR771001.1709_1_297_+	d4564eb4e528092156a04c8ce7f657a9	99	Pfam	PF01242	6-pyruvoyl tetrahydropterin synthase	1	95	1.6E-15	T	21-05-2021	IPR007115	6-pyruvoyl tetrahydropterin synthase/QueD family	
ERR771001.1023_3_299_-	568083012db9300f9ce841ee5f304b74	99	Pfam	PF01272	Transcription elongation factor, GreA/GreB, C-term	27	99	1.6E-25	T	21-05-2021	IPR001437	Transcription elongation factor, GreA/GreB, C-terminal	GO:0003677|GO:0032784
ERR771001.2159_3_299_+	762d8a5b695e609769a66b50f02675af	99	Pfam	PF01039	Carboxyl transferase domain	2	96	2.4E-16	T	21-05-2021	IPR034733	Acetyl-CoA carboxylase	
ERR771001.722_3_104_-	d4a39fe9858294dd16162b8dfd00cab0	34	Pfam	PF00771	FHIPEP family	1	34	9.3E-20	T	21-05-2021	IPR001712	Type III secretion system FHIPEP	GO:0009306|GO:0016020
ERR771001.2415_2_298_-	efc5a82881656724cf7eda996d6a601d	99	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	4	91	2.9E-7	T	21-05-2021	IPR000477	Reverse transcriptase domain	
ERR771001.2164_3_299_+	1d3c85cff842be44a1c53841368d2205	99	Pfam	PF13091	PLD-like domain	11	86	6.3E-14	T	21-05-2021	IPR025202	Phospholipase D-like domain	
ERR771001.1640_3_299_+	d5603209788d8e37c93d663a2d812bee	99	Pfam	PF02515	CoA-transferase family III	1	99	3.6E-27	T	21-05-2021	IPR003673	CoA-transferase family III	GO:0008410
ERR771001.196_1_297_-	b11b823af7da36e2f4d0026538775aef	99	Pfam	PF01761	3-dehydroquinate synthase	1	83	4.4E-20	T	21-05-2021	IPR030960	3-dehydroquinate synthase domain	
ERR771001.682_3_299_+	6c8705f5fec074cda969aec2c7b540ee	99	Pfam	PF07686	Immunoglobulin V-set domain	12	97	2.3E-13	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.91_65_298_+	1759605070e7903517e057ecbd555deb	78	Pfam	PF13704	Glycosyl transferase family 2	11	64	3.2E-7	T	21-05-2021
ERR771001.1524_2_298_-	9f5ac39e079d255c7286c2d809cffc16	99	Pfam	PF08757	CotH kinase protein	1	73	5.5E-13	T	21-05-2021	IPR014867	Spore coat protein CotH	
ERR771001.1970_2_298_-	6cb3082832e31234cb442ad77725d4a1	99	Pfam	PF13439	Glycosyltransferase Family 4	1	97	5.5E-7	T	21-05-2021	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain	
ERR771001.155_10_297_+	2a551b254333c4d7f0230d1431d59ebd	96	Pfam	PF02265	S1/P1 Nuclease	17	88	3.5E-15	T	21-05-2021	IPR003154	S1/P1 nuclease	GO:0003676|GO:0004519|GO:0006308
ERR771001.2188_30_299_+	a79dee44489bcdd9ab8afe97d5ab6a0c	90	Pfam	PF01180	Dihydroorotate dehydrogenase	42	90	1.6E-12	T	21-05-2021	IPR005720	Dihydroorotate dehydrogenase domain	GO:0005737|GO:0016627|GO:0055114
ERR771001.1755_1_297_+	b37f5e2f610c6b62896cf608bc703d2c	99	Pfam	PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	1	44	1.8E-17	T	21-05-2021	IPR012947	Threonyl/alanyl tRNA synthetase, SAD	GO:0004812|GO:0005524|GO:0043039
ERR771001.751_2_298_+	fa53079c2af7f3b230c15d1ecb7189ef	99	Pfam	PF01807	CHC2 zinc finger	1	82	1.5E-26	T	21-05-2021	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270
ERR771001.240_2_298_-	f19d9bdf6a53c161944b68fb344bc1e1	99	Pfam	PF00450	Serine carboxypeptidase	10	99	3.8E-27	T	21-05-2021	IPR001563	Peptidase S10, serine carboxypeptidase	GO:0004185|GO:0006508
ERR771001.1216_1_297_-	7e68ff80ef6da9e73f313e1e966030c7	99	Pfam	PF09996	Uncharacterized protein conserved in bacteria (DUF2237)	1	95	3.7E-44	T	21-05-2021	IPR018714	Protein of unknown function DUF2237	
ERR771001.2440_3_227_+	847d3976d39ac18e55fe8e5d873a8b52	75	Pfam	PF01019	Gamma-glutamyltranspeptidase	2	75	2.2E-8	T	21-05-2021
ERR771001.2261_3_299_+	dcaac51b7b1f93ff626e8cd159d70ce8	99	Pfam	PF02779	Transketolase, pyrimidine binding domain	4	47	1.5E-8	T	21-05-2021	IPR005475	Transketolase-like, pyrimidine-binding domain	
ERR771001.2261_3_299_+	dcaac51b7b1f93ff626e8cd159d70ce8	99	Pfam	PF02780	Transketolase, C-terminal domain	64	99	7.1E-7	T	21-05-2021	IPR033248	Transketolase, C-terminal domain	
ERR771001.2179_1_297_+	f4ad39176bfd1c5406a726456dba44c6	99	Pfam	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	1	99	1.6E-38	T	21-05-2021	IPR001078	2-oxoacid dehydrogenase acyltransferase, catalytic domain	GO:0016746
ERR771001.559_1_193_+	1f7371e10036dc7089ceaac57bf43249	65	Pfam	PF00411	Ribosomal protein S11	2	54	8.1E-20	T	21-05-2021	IPR001971	Ribosomal protein S11	GO:0003735|GO:0005840|GO:0006412
ERR771001.1387_1_299_-	727ad654ed890fbc1a61368d41a0167e	99	Pfam	PF03597	Cytochrome oxidase maturation protein cbb3-type	75	99	8.6E-6	T	21-05-2021	IPR004714	Cytochrome oxidase maturation protein cbb3-type	
ERR771001.1151_3_239_-	9fdd7fde240a298b536aa8af8ef086cd	79	Pfam	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	2	75	1.1E-18	T	21-05-2021	IPR006115	6-phosphogluconate dehydrogenase, NADP-binding	GO:0050661
ERR771001.771_1_297_+	90703dd0c9f5d64db24f314e216da1a8	99	Pfam	PF00665	Integrase core domain	2	89	3.5E-10	T	21-05-2021	IPR001584	Integrase, catalytic core	GO:0015074
ERR771001.2334_3_299_+	fa9fba2d08b0c820668fd14f01154ae1	99	Pfam	PF07686	Immunoglobulin V-set domain	12	97	5.2E-9	T	21-05-2021	IPR013106	Immunoglobulin V-set domain	
ERR771001.1971_2_298_-	917f83003c3e03baf8a5a17842f71222	99	Pfam	PF00311	Phosphoenolpyruvate carboxylase	2	99	2.1E-20	T	21-05-2021	IPR021135	Phosphoenolpyruvate carboxylase	GO:0006099|GO:0008964|GO:0015977
ERR771001.1748_3_299_-	4d06dae241ede58bf6eee191bb217c53	99	Pfam	PF01266	FAD dependent oxidoreductase	7	89	1.1E-9	T	21-05-2021	IPR006076	FAD dependent oxidoreductase	GO:0016491|GO:0055114
ERR771001.2343_1_297_-	5681ce12fde1b0dfc42a2f4965ac0b04	99	Pfam	PF02673	Bacitracin resistance protein BacA	4	98	1.5E-26	T	21-05-2021	IPR003824	Undecaprenyl-diphosphatase UppP	GO:0016020|GO:0016311|GO:0050380
